biennials,bi-en-ni-als
shortlists,short--lists
chestily,chest-i-ly
knockforward,knock--for-ward
armourplates,ar-mour--plates
timeball,time--ball
dicky,dick-y
armourplated,ar-mour--plat-ed
canards,ca-nards
appetizingly,ap-pe-tiz-ing-ly
wagonlit,wag-on--lit
sportsmanship,sports-man-ship
assemblyman,as-sem-bly-man
whippingboys,whip-ping--boys
romps,romps
recrudescence,re-cru-des-cence
unesco,unesco
apprehending,ap-pre-hend-ing
decomposes,de-com-pos-es
malfunctions,mal-func-tions
clownishness,clown-ish-ness
malingerer,ma-lin-ger-er
catamarans,cat-a-ma-rans
cravenly,cra-ven-ly
draggles,drag-gles
faultiest,fault-i-est
superintendent,su-per-in-tend-ent
pleating,pleat-ing
debilitate,de-bil-i-tate
supersession,su-per-ses-sion
freezingpoints,freez-ing--points
tumbrel,tum-brel
horsewhipped,horse-whipped
sprightlier,spright-li-er
surtax,sur-tax
goosed,goosed
inflexibility,in-flex-i-bil-i-ty
bongos,bon-gos
transliterations,trans-lit-er-a-tions
stanchion,stan-chion
bloodgroups,blood--groups
endocrine,en-do-crine
pentathlon,pen-tath-lon
bluebag,blue-bag
indefeasible,in-de-fea-si-ble
icehouses,ice-hous-es
glummer,glum-mer
sleepingcars,sleep-ing--cars
freeloaded,free-load-ed
disparaging,dis-par-ag-ing
windfalls,wind-falls
freeloader,free-load-er
exasperating,ex-as-per-at-ing
disabilities,dis-a-bil-i-ties
blabs,blabs
newsboy,news-boy
retraces,re-trac-es
frights,frights
individualize,in-di-vid-u-al-ize
sonority,so-nor-i-ty
sensitively,sen-si-tive-ly
rabbinical,rab-bin-i-cal
sleety,sleet-y
perturbed,per-turbed
commingled,com-min-gled
revivifies,re-viv-i-fies
anarchically,an-ar-chi-cal-ly
tangoed,tan-goed
revivified,re-viv-i-fied
cowhide,cow-hide
inculcate,in-cul-cate
conceptually,con-cep-tu-al-ly
sealer,seal-er
residuary,re-sid-u-ar-y
liferafts,life--rafts
weatherglass,weath-er-glass
cerises,ce-ris-es
waterjackets,wa-ter--jack-ets
coifs,coifs
missy,miss-y
filmiest,film-i-est
openheartedness,o-pen-heart-ed-ness
southpaws,south-paws
wisdomteeth,wis-dom--teeth
bohemians,bo-he-mi-ans
kotow,ko-tow
slavedriver,slave--driv-er
reefknots,reef--knots
pasteurize,pas-teur-ize
argonaut,ar-go-naut
rusk,rusk
ideographic,id-e-o-graph-ic
panelled,pan-elled
hairpieces,hair-piec-es
lexicographers,lex-i-cog-ra-phers
chomped,chomped
putters,put-ters
peculated,pec-u-lat-ed
recalcitrancy,re-cal-ci-tran-cy
operationally,op-e-ra-tion-al-ly
macrocosms,mac-ro-cosms
asst,asst
swotters,swot-ters
embitterment,em-bit-ter-ment
reticulated,re-tic-u-lat-ed
australasian,aus-tral-a-sian
foremast,fore-mast
sawhorse,saw-horse
associating,as-so-ci-at-ing
formulation,for-mu-la-tion
indubitably,in-du-bi-ta-bly
dampens,damp-ens
enplane,en-plane
lopears,lop--ears
confederacies,con-fed-er-a-cies
birdwatchers,bird--watch-ers
sympathetically,sym-pa-thet-i-cal-ly
soliloquize,so-lil-o-quize
crofter,croft-er
emulsified,e-mul-si-fied
mollycoddling,mol-ly-cod-dling
attendances,at-tend-anc-es
indemnify,in-dem-ni-fy
toleration,tol-er-a-tion
refunded,re-fund-ed
gillie,gil-lie
sheepishly,sheep-ish-ly
hairsplitting,hair--split-ting
intimation,in-ti-ma-tion
environing,en-vi-ron-ing
spermatozoa,sper-ma-to-zo-a
deviancies,de-vi-an-cies
touts,touts
omnibus,om-ni-bus
firebrand,fire-brand
accretes,ac-cretes
participially,par-ti-cip-i-al-ly
enrichment,en-rich-ment
accreted,ac-cret-ed
legislatures,leg-is-la-tures
bluejacket,blue-jack-et
strongmindedly,strong--mind-ed-ly
senna,sen-na
arclamps,arc--lamps
attestations,at-tes-ta-tions
hangars,han-gars
rissoles,ris-soles
picturebook,pic-ture--book
buttonedup,but-toned--up
searchwarrants,search--war-rants
overexpose,o-ver-ex-pose
nora,no-ra
rockplant,rock--plant
tamils,tam-ils
telephonists,te-leph-o-nists
dosshouse,doss-house
scragends,scrag--ends
squiring,squir-ing
clerihews,cler-i-hews
floater,float-er
deformations,de-for-ma-tions
highfidelity,high--fi-del-i-ty
analogized,a-nal-o-gized
controvertible,con-tro-vert-i-ble
misdemeaned,mis-de-meaned
gonging,gong-ing
boozes,booz-es
mealiest,meal-i-est
analogizes,a-nal-o-giz-es
coiners,coin-ers
abdicating,ab-di-cat-ing
intelligibility,in-tel-li-gi-bil-i-ty
shockers,shock-ers
courtsmartial,courts--mar-tial
milord,mi-lord
gundog,gun-dog
immediateness,im-me-di-ate-ness
abbreviates,ab-bre-vi-ates
billposters,bill-post-ers
investment,in-vest-ment
overstrung,o-ver-strung
crosswalks,cross-walks
topcoats,top-coats
readdressing,re-ad-dres-sing
corked,corked
foxier,fox-i-er
gouty,gout-y
corker,cor-ker
jurist,ju-rist
nightshirts,night-shirts
amortizations,am-or-ti-za-tions
shindigs,shin-digs
desegregation,de-seg-re-ga-tion
gawps,gawps
obtrudes,ob-trudes
goalkicks,goal--kicks
wellwishers,well--wish-ers
portrays,por-trays
obtruded,ob-trud-ed
godlier,god-li-er
spryly,spry-ly
melancholia,mel-an-cho-li-a
provably,prov-a-bly
anthropocentric,an-thro-po-cen-tric
stormlantern,storm--lan-tern
anthropologists,an-thro-pol-o-gists
restcure,rest--cure
chauvinistically,chau-vin-is-ti-cal-ly
flatbottomed,flat--bot-tomed
bonnily,bon-ni-ly
provable,prov-a-ble
dehumanized,de-hu-man-ized
freezedries,freeze--dries
retroactive,ret-ro-ac-tive
piccaninny,pic-ca-nin-ny
freezedried,freeze--dried
stonefruits,stone--fruits
automats,au-to-mats
halfholidays,half--hol-i-days
enliven,en-liv-en
springtide,spring-tide
automata,au-tom-a-ta
prejudging,pre-judg-ing
automate,au-to-mate
firth,firth
passepartouts,passe-par-touts
testes,tes-tes
tester,test-er
whenve,whenve
mannishness,man-nish-ness
phlegmatically,phleg-mat-i-cal-ly
jocosely,jo-cose-ly
courtmartialling,court--mar-tial-ling
nonviolent,non-vi-o-lent
interviewers,in-ter-view-ers
millenary,mil-le-na-ry
godown,go-down
thwacked,thwacked
socials,so-cials
cuddlesome,cud-dle-some
unversed,un-versed
centrifugal,cen-trif-u-gal
tercentenary,ter-cen-te-nar-y
hyphening,hy-phen-ing
changeover,change--o-ver
stockfish,stock-fish
signorine,si-gno-ri-ne
signorina,si-gno-ri-na
classconscious,class--con-scious
kenya,ken-ya
concordant,con-cord-ant
prostration,pros-tra-tion
bonded,bond-ed
brushoff,brush--off
recapitulating,re-ca-pit-u-lat-ing
ambassadresses,am-bas-sa-dress-es
cosily,co-si-ly
speedboat,speed-boat
muskdeer,musk--deer
dotard,do-tard
sitdowns,sit--downs
scifi,sci--fi
dismisses,dis-miss-es
medicineball,med-i-cine--ball
trendsetter,trend-set-ter
transmigrate,trans-mi-grate
mender,mend-er
codfishes,cod-fish-es
pederast,ped-er-ast
tamarinds,tam-a-rinds
miaow,mi-aow
fingermarks,fin-ger--marks
mendacity,men-dac-i-ty
maltese,mal-tese
bandsmen,bands-men
repealed,re-pealed
disgraces,dis-grac-es
faithhealing,faith--heal-ing
diarchy,di-ar-chy
rosebud,rose-bud
groundsman,grounds-man
accouchement,ac-couche-ment
protestation,prot-es-ta-tion
tambours,tam-bours
fallowdeer,fal-low--deer
troglodyte,trog-lo-dyte
forcelanding,force--land-ing
flintier,flint-i-er
rocketed,rock-et-ed
fascias,fa-scias
brickwork,brick-work
drawbridges,draw-bridg-es
potencies,po-ten-cies
palladian,pal-la-di-an
vilifying,vil-i-fy-ing
spirituals,spir-i-tu-als
merchandised,mer-chan-dised
gullets,gul-lets
bummed,bummed
bangle,ban-gle
sublimated,sub-li-mat-ed
plotters,plot-ters
prearrangements,pre-ar-range-ments
desponds,de-sponds
selfconfident,self--con-fi-dent
revalues,re-val-ues
focussed,fo-cussed
endpapers,end-pa-pers
pentagons,pen-ta-gons
trivialities,triv-i-al-i-ties
windjammers,wind-jam-mers
deliberating,de-lib-er-at-ing
focusses,fo-cus-ses
landingfield,land-ing--field
barefaced,bare-faced
emaciating,e-ma-ci-at-ing
squawkers,squawk-ers
autocracy,au-toc-ra-cy
mandarins,man-da-rins
cosmogonies,cos-mog-o-nies
ecru,e-cru
repayment,re-pay-ment
facesaving,face--sav-ing
emetics,e-met-ics
bouncier,bounc-i-er
cocacolas,co-ca--co-las
exorcize,ex-or-cize
vivisections,viv-i-sec-tions
scotched,scotched
particoloured,par-ti--col-oured
treasonably,trea-son-a-bly
abutments,a-but-ments
appellants,ap-pel-lants
neurology,neu-rol-o-gy
calligrapher,cal-lig-ra-pher
iceskate,ice--skate
obdurately,ob-du-rate-ly
tachographs,tach-o-graphs
inquires,in-quires
inquirer,in-quir-er
denoted,de-not-ed
peafowl,pea-fowl
beguilement,be-guile-ment
triennial,tri-en-ni-al
breadthways,breadth-ways
altruisms,al-tru-isms
spiritrapper,spir-it--rap-per
bedlam,bed-lam
lurkingplace,lurk-ing--place
taperecorder,tape--re-cord-er
abnormally,ab-nor-mal-ly
sightlier,sight-li-er
airway,air-way
ecologically,ec-o-log-i-cal-ly
rowdily,row-di-ly
flashguns,flash-guns
piebalds,pie-balds
oldstagers,old--stag-ers
woodlice,wood-lice
wethers,weth-ers
prizefight,prize-fight
precautionary,pre-cau-tion-ar-y
emplaning,em-plan-ing
metrication,met-ri-ca-tion
sequester,se-ques-ter
watchglasses,watch--glass-es
namedays,name--days
firsts,firsts
percolator,per-co-la-tor
pantographs,pan-to-graphs
moderately,mod-er-ate-ly
proems,pro-ems
benedick,ben-e-dick
landlubberly,land-lub-ber-ly
laybys,lay-bys
radiotherapist,ra-di-o-ther-a-pist
tenderfoot,ten-der-foot
pallidly,pal-lid-ly
approbating,ap-pro-bat-ing
tbone,t--bone
willowtree,wil-low--tree
oilrig,oil-rig
critter,crit-ter
housefathers,house-fa-thers
sidestrokes,side-strokes
getaway,get-a-way
syringed,syr-inged
graphologist,graph-ol-o-gist
diked,diked
piquantly,pi-quant-ly
swanks,swanks
swanky,swank-y
pardoners,par-don-ers
refulgence,re-ful-gence
daredevils,dare-dev-ils
encumbering,en-cum-ber-ing
conjugate,con-ju-gate
clothespegs,clothes--pegs
antagonizes,an-tag-o-niz-es
affranchising,af-fran-chis-ing
employable,em-ploy-a-ble
moseys,mo-seys
pennypinching,pen-ny--pinch-ing
phoenixes,phoe-nix-es
recognizing,rec-og-niz-ing
swordsmen,swords-men
permanency,per-ma-nen-cy
antagonized,an-tag-o-nized
corroborators,cor-rob-o-ra-tors
penman,pen-man
heartburning,heart-burn-ing
departmental,de-part-men-tal
powwowing,pow-wow-ing
utilitarians,u-til-i-tar-i-ans
splashdown,splash-down
arabist,ar-ab-ist
trainbearer,train-bear-er
barrowmen,bar-row--men
proliferates,pro-lif-er-ates
arson,ar-son
fiscally,fis-cal-ly
conduciveness,con-du-cive-ness
disembarkation,dis-em-bar-ka-tion
proliferated,pro-lif-er-at-ed
cultivating,cul-ti-vat-ing
tambour,tam-bour
afroamericans,af-ro--a-mer-i-cans
wording,word-ing
trillionths,tril-lionths
exterminate,ex-ter-mi-nate
outtalks,out-talks
accommodations,ac-com-mo-da-tions
diptychs,dip-tychs
indecorum,in-de-co-rum
bookings,book-ings
baneful,bane-ful
blender,blend-er
careered,ca-reered
alyssums,a-lys-sums
scorecards,score-cards
neophytes,ne-o-phytes
alliterated,al-lit-er-at-ed
snobbish,snob-bish
crashlands,crash--lands
milkteeth,milk--teeth
alliterates,al-lit-er-ates
hookups,hook-ups
atheistic,a-the-is-tic
trilaterally,tri-lat-er-al-ly
beautysalon,beau-ty--sa-lon
defilers,de-fil-ers
veneering,ve-neer-ing
holograph,hol-o-graph
agebrackets,age--brack-ets
plasters,plas-ters
sadducee,sad-du-cee
stalemating,stale-mat-ing
adapts,a-dapts
incapacitated,in-ca-pac-i-tat-ed
guanos,gua-nos
goitre,goi-tre
librettos,li-bret-tos
disembroiling,dis-em-broil-ing
clawhammer,claw--ham-mer
roundhouse,round-house
alpenhorns,al-pen-horns
fowlingpieces,fowl-ing-piec-es
bundling,bun-dling
activists,ac-tiv-ists
collectively,col-lec-tive-ly
nearside,near-side
decoying,de-coy-ing
allin,all--in
disorients,dis-o-ri-ents
janizaries,jan-i-zar-ies
peculating,pec-u-lat-ing
crossgrained,cross--grained
regicides,reg-i-cides
shirtier,shirt-i-er
oxidize,ox-i-dize
remilitarized,re-mil-i-ta-rized
condones,con-dones
blasphemed,blas-phemed
condoned,con-doned
remilitarizes,re-mil-i-tar-iz-es
inquisitorial,in-quis-i-to-ri-al
jawing,jaw-ing
empowering,em-pow-er-ing
scatterbrain,scat-ter-brain
provocatively,pro-voc-a-tive-ly
amoeba,a-moe-ba
retarded,re-tard-ed
housetops,house-tops
desalinizes,de-sa-lin-iz-es
glibbest,glib-best
aforethought,a-fore-thought
incompatibilities,in-com-pat-i-bil-i-ties
clockfaces,clock--fac-es
contemporaneous,con-tem-po-ra-ne-ous
lender,lend-er
originators,o-rig-i-na-tors
gingerbreads,gin-ger-breads
policestations,po-lice--sta-tions
caparisoned,ca-par-i-soned
downdraughts,down-draughts
replenishments,re-plen-ish-ments
sisal,si-sal
initiation,in-i-ti-a-tion
patrolled,pa-trolled
lambing,lamb-ing
counselling,coun-sel-ling
spellbinders,spell-bind-ers
amphibians,am-phib-i-ans
diffusely,dif-fuse-ly
landgraves,land-graves
consulate,con-su-late
chunkiest,chunk-i-est
budges,budg-es
windgauges,wind--gaug-es
spitefulness,spite-ful-ness
orderforms,or-der--forms
pandemics,pan-dem-ics
attorns,at-torns
atonality,a-to-nal-i-ty
peasepudding,pease--pud-ding
skatingrink,skat-ing--rink
sitar,si-tar
preliterate,pre-lit-er-ate
comptometers,comp-tom-e-ters
babyfarmer,ba-by--farm-er
matchmakers,match-mak-ers
bushiness,bush-i-ness
danceorchestras,dance--or-ches-tras
cleanbowled,clean--bowled
waddled,wad-dled
premiering,pre-mier-ing
kindergartens,kin-der-gart-ens
requiting,re-quit-ing
waddles,wad-dles
lawofficers,law--of-fi-cers
prepack,pre-pack
nickname,nick-name
ratch,ratch
nabs,nabs
veronal,ver-o-nal
winteriest,win-ter-i-est
thais,thais
foulup,foul--up
airforces,air-forc-es
recoverable,re-cov-er-a-ble
dieting,di-et-ing
jugging,jug-ging
curacies,cu-ra-cies
notating,no-tat-ing
seventeens,sev-en-teens
greenstuff,green--stuff
rogueelephant,rogue--el-e-phant
abstention,ab-sten-tion
tactlessly,tact-less-ly
swilling,swill-ing
jaywalks,jay-walks
knighting,knight-ing
overcurious,o-ver--cu-ri-ous
andorra,an-dor-ra
resemblances,re-sem-blanc-es
flashcube,flash-cube
comprehensible,com-pre-hen-si-ble
communiques,com-mu-ni-ques
anklets,an-klets
electromagnets,e-lec-tro-mag-nets
impaling,im-pal-ing
colonials,co-lo-ni-als
abduct,ab-duct
confraternity,con-fra-ter-ni-ty
kremlin,krem-lin
marques,marques
airbladders,air-blad-ders
wildcats,wild-cats
noninterference,non-in-ter-fer-ence
endorses,en-dors-es
adulates,ad-u-lates
antiseptics,an-ti-sep-tics
sundaes,sun-daes
pings,pings
adulated,ad-u-lat-ed
pedicurists,ped-i-cur-ists
pharisaical,phar-i-sa-i-cal
foamiest,foam-i-est
tousling,tou-sling
carpetbaggers,car-pet-bag-gers
whodunit,who-dun-it
readinglamp,read-ing--lamp
cygnets,cyg-nets
dustsheets,dust-sheets
trotskyist,trot-sky-ist
gremlin,grem-lin
masterstroke,mas-ter-stroke
fretfulness,fret-ful-ness
doublespacing,dou-ble--spac-ing
calyx,ca-lyx
muniment,mu-ni-ment
boneheaded,bone-head-ed
resonates,res-o-nates
concertinaing,con-cer-ti-na-ing
scholasticism,scho-las-ti-cism
cableslength,ca-bles--length
earldoms,earl-doms
dogcollar,dog--col-lar
woodlouse,wood-louse
devilmaycare,dev-il--may--care
floggings,flog-gings
canning,can-ning
sepulture,sep-ul-ture
quatrain,quat-rain
evidencing,ev-i-denc-ing
tangiest,tang-i-est
legalism,le-gal-ism
raucousness,rau-cous-ness
thudded,thud-ded
noddle,nod-dle
sensualism,sen-su-al-ism
controversies,con-tro-ver-sies
contributor,con-tri-bu-tor
sightseeing,sight-see-ing
enthusiasms,en-thu-si-asms
gravyboats,gra-vy--boats
deponent,de-po-nent
masterkeys,mas-ter--keys
arraigns,ar-raigns
redoubles,re-dou-bles
timesaving,time-sav-ing
harnesses,har-ness-es
spay,spay
quadrangles,quad-ran-gles
mishandle,mis-han-dle
assayers,as-say-ers
draggling,drag-gling
peeper,peep-er
dressingtables,dress-ing--ta-bles
quartermasters,quar-ter-mas-ters
barman,bar-man
stillest,still-est
screwballs,screw-balls
realists,re-al-ists
resistible,re-sist-i-ble
peajacket,pea--jack-et
positivist,pos-i-tiv-ist
anthologizing,an-thol-o-giz-ing
plasticbombs,plas-tic--bombs
taxcollector,tax--col-lec-tor
letraset,let-ra-set
positivism,pos-i-tiv-ism
awestruck,awe-struck
palisaded,pal-i-sad-ed
chainstitch,chain--stitch
attenuating,at-ten-u-at-ing
globally,glob-al-ly
proconsulates,pro-con-su-lates
chaw,chaw
disremember,dis-re-mem-ber
mashies,mash-ies
logistically,lo-gis-ti-cal-ly
stagecraft,stage--craft
apprentices,ap-pren-tic-es
worldbeater,world--beat-er
forebode,fore-bode
underrating,un-der-rat-ing
domineers,dom-i-neers
remilitarize,re-mil-i-ta-rize
rubella,ru-bel-la
expectorants,ex-pec-to-rants
sublimation,sub-li-ma-tion
aussies,aus-sies
crossstitches,cross--stitch-es
bunkhouses,bunk-hous-es
suppression,sup-pres-sion
guldens,gul-dens
reinsurance,re-in-sur-ance
caricaturists,car-i-ca-tur-ists
whitethroats,white-throats
apprenticed,ap-pren-ticed
methodologies,meth-od-ol-o-gies
phaeton,pha-e-ton
electroplated,e-lec-tro-plat-ed
thrombosis,throm-bo-sis
gunboats,gun-boats
electroplates,e-lec-tro-plates
tattooing,tat-too-ing
modernizing,mod-ern-iz-ing
authoresses,au-thor-ess-es
crepitations,crep-i-ta-tions
totes,totes
equalitarians,e-qual-i-tar-i-ans
meccas,mec-cas
toecaps,toe--caps
symbioses,sym-bi-o-ses
strawing,straw-ing
bicentenary,bi-cen-te-nar-y
capapie,cap--a--pie
tomtom,tom-tom
mimeograph,mim-e-o-graph
fieldtests,field--tests
expeditious,ex-pe-di-tious
limekilns,lime-kilns
oakum,oa-kum
gladioluses,glad-i-o-lus-es
nonplus,non-plus
quadruplet,quad-ru-plet
quadruples,quad-ru-ples
woolliness,wool-li-ness
thinnerskinned,thin-ner--skinned
nesteggs,nest--eggs
dissents,dis-sents
packhorse,pack-horse
quadrupled,quad-ru-pled
augured,au-gured
discontentments,dis-con-tent-ments
amanuensis,a-man-u-en-sis
fishplates,fish-plates
credulities,cre-du-li-ties
puttee,put-tee
extraditing,ex-tra-dit-ing
haymaking,hay-mak-ing
gendarmes,gen-darmes
oxbridge,ox-bridge
prissier,pris-si-er
vides,vi-des
billygoat,bil-ly--goat
forthrightness,forth-right-ness
progenitors,pro-gen-i-tors
organgrinders,or-gan--grind-ers
vided,vi-ded
lawbreakers,law--break-ers
dissatisfy,dis-sat-is-fy
gorgeousness,gor-geous-ness
blowdry,blow--dry
advantageously,ad-van-ta-geous-ly
mirier,mir-i-er
bromine,bro-mine
reduplicate,re-du-pli-cate
lockable,lock-a-ble
psephologist,pse-phol-o-gist
twostep,two--step
lyingin,ly-ing--in
mailinglist,mail-ing--list
musses,muss-es
thatd,thatd
unwittingly,un-wit-ting-ly
obstreperously,ob-strep-er-ous-ly
disenfranchise,dis-en-fran-chise
gooiest,goo-i-est
matriculations,ma-tric-u-la-tions
hasps,hasps
prosodically,pro-sod-i-cal-ly
yemenis,yem-e-nis
japes,japes
untangles,un-tan-gles
overestimating,o-ver-es-ti-mat-ing
pursesnatcher,purse--snatch-er
dumbest,dumb-est
alarmclocks,a-larm--clocks
lankily,lank-i-ly
faugh,faugh
stooging,stoog-ing
interrogators,in-ter-ro-ga-tors
troikas,troi-kas
guideline,guide--line
immodestly,im-mod-est-ly
binges,bing-es
oxon,ox-on
sniffy,snif-fy
yugoslavian,yu-go-sla-vi-an
pressurize,pres-su-rize
oneidead,one--i-dead
undeclared,un-de-clared
cabranks,cab--ranks
babu,ba-bu
bestiality,bes-ti-al-i-ty
gherkin,gher-kin
noaccount,no--ac-count
icelanders,ice-land-ers
integrating,in-te-grat-ing
scatted,scat-ted
overtrumps,o-ver-trumps
newsvendors,news-ven-dors
oarlocks,oar-locks
flowcharts,flow-charts
piledwelling,pile--dwell-ing
aspirate,as-pi-rate
aboutfaced,a-bout--faced
lucratively,lu-cra-tive-ly
downgrading,down-grad-ing
pentathlons,pen-tath-lons
changeability,change-a-bil-i-ty
loci,lo-ci
loco,lo-co
rollerskater,roll-er--skat-er
aboutfaces,a-bout--fac-es
exceptionable,ex-cep-tion-a-ble
proliferations,pro-lif-er-a-tions
forestalls,fore-stalls
floury,flour-y
bolstered,bol-stered
cheekier,cheek-i-er
engagingly,en-gag-ing-ly
procurer,pro-cur-er
procures,pro-cures
earthnut,earth-nut
procured,pro-cured
bilingual,bi-lin-gual
devitalizes,de-vi-tal-iz-es
summonses,sum-mons-es
swordcuts,sword--cuts
summonsed,sum-monsed
